,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,area
59679,7314162078,2800,2006-01-01,ford,freestar,good,6,gas,192791.0,clean,automatic,fwd,mini-van,west
59680,7314160815,11500,2007-01-01,pontiac,solstice gxp,like new,4,gas,115.0,clean,manual,rwd,convertible,west
59681,7314158975,10995,2011-01-01,bmw,5-series,good,0,gas,115997.0,clean,automatic,rwd,sedan,west
59682,7314158966,12995,2015-01-01,nissan,rogue,good,4,gas,38984.0,clean,automatic,4wd,SUV,west
59683,7314140983,399,2011-01-01,chevrolet,camaro,good,6,gas,115011.0,clean,automatic,rwd,coupe,west
59684,7314140676,400,2019-01-01,cadillac,xt-4,like new,4,gas,4000.0,clean,automatic,fwd,SUV,west
59685,7314130617,5500,2008-01-01,cadillac,dts,excellent,8,gas,138000.0,clean,automatic,fwd,sedan,west
59686,7314124918,6499,2008-01-01,hyundai,sonata limited,excellent,6,gas,76122.0,clean,automatic,fwd,sedan,west
59687,7314122425,2500,2001-01-01,chrysler,town & country,excellent,6,gas,148000.0,clean,automatic,fwd,mini-van,west
59688,7314102917,1500,2012-01-01,chrysler,300,good,6,gas,99971.0,clean,automatic,rwd,sedan,west
